player_id,web_name,position,team,round,total_points,minutes,xG,xA,xGI,ict_index,was_home,opponent_team,team_strength
20,Trossard,3,1,6,2,87,0.33,0.12,0.45,3.1,False,15,1
20,Trossard,3,1,7,3,74,0.12,0.09,0.21,5.9,True,19,1
20,Trossard,3,1,8,10,80,0.60,0.07,0.67,10.7,False,10,1
20,Trossard,3,1,9,3,90,0.34,0.05,0.39,4.6,True,8,1
20,Trossard,3,1,10,6,90,0.27,0.15,0.42,7.6,False,3,1
20,Trossard,3,1,11,9,90,0.05,0.31,0.36,6.7,False,17,1
20,Trossard,3,1,12,12,77,0.22,0.08,0.30,11.3,True,18,1
20,Trossard,3,1,13,0,0,0.00,0.00,0.00,0.0,False,7,1
20,Trossard,3,1,14,0,0,0.00,0.00,0.00,0.0,True,5,1
20,Trossard,3,1,15,6,40,0.46,0.01,0.47,9.6,False,2,1
20,Trossard,3,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
21,Rice,3,1,1,6,82,0.13,0.01,0.14,1.2,False,14,1
21,Rice,3,1,2,6,90,0.00,0.54,0.54,7.7,True,11,1
21,Rice,3,1,3,4,90,0.02,0.10,0.12,3.9,False,12,1
21,Rice,3,1,4,1,22,0.00,0.03,0.03,0.7,True,16,1
21,Rice,3,1,5,3,90,0.00,0.16,0.16,5.6,True,13,1
21,Rice,3,1,6,9,90,0.00,0.20,0.20,10.5,False,15,1
21,Rice,3,1,7,11,78,0.32,0.12,0.44,10.9,True,19,1
21,Rice,3,1,8,3,90,0.03,0.08,0.11,3.6,False,10,1
21,Rice,3,1,9,7,81,0.37,0.61,0.98,9.1,True,8,1
21,Rice,3,1,10,13,90,0.24,0.33,0.57,10.4,False,3,1
21,Rice,3,1,11,2,90,0.07,0.20,0.27,5.5,False,17,1
21,Rice,3,1,12,6,90,0.26,0.38,0.64,9.5,True,18,1
21,Rice,3,1,13,4,90,0.00,0.07,0.07,4.7,False,7,1
21,Rice,3,1,14,3,82,0.08,0.13,0.21,7.2,True,5,1
21,Rice,3,1,15,6,90,0.14,0.13,0.27,8.6,False,2,1
21,Rice,3,1,16,1,45,0.08,0.05,0.13,0.0,True,20,1
22,Merino,3,1,1,1,7,0.00,0.00,0.00,0.1,False,14,1
22,Merino,3,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
22,Merino,3,1,3,3,69,0.00,0.02,0.02,0.8,False,12,1
22,Merino,3,1,4,3,90,0.13,0.07,0.20,6.7,True,16,1
22,Merino,3,1,5,1,45,0.00,0.03,0.03,2.6,True,13,1
22,Merino,3,1,6,6,20,0.05,0.00,0.05,5.4,False,15,1
22,Merino,3,1,7,1,11,0.16,0.00,0.16,1.2,True,19,1
22,Merino,3,1,8,1,28,0.00,0.01,0.01,1.1,False,10,1
22,Merino,3,1,9,1,8,0.00,0.00,0.00,0.4,True,8,1
22,Merino,3,1,10,1,45,0.00,0.05,0.05,1.5,False,3,1
22,Merino,3,1,11,5,90,0.38,0.05,0.43,5.5,False,17,1
22,Merino,3,1,12,5,87,0.06,0.44,0.50,4.5,True,18,1
22,Merino,3,1,13,9,90,0.65,0.02,0.67,7.2,False,7,1
22,Merino,3,1,14,13,90,0.66,0.18,0.84,12.2,True,5,1
22,Merino,3,1,15,1,45,0.00,0.01,0.01,0.8,False,2,1
22,Merino,3,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
23,Fábio Vieira,3,1,1,0,0,0.00,0.00,0.00,0.0,False,14,1
23,Fábio Vieira,3,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
23,Fábio Vieira,3,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
23,Fábio Vieira,3,1,4,0,0,0.00,0.00,0.00,0.0,True,16,1
23,Fábio Vieira,3,1,5,0,0,0.00,0.00,0.00,0.0,True,13,1
23,Fábio Vieira,3,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
23,Fábio Vieira,3,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
23,Fábio Vieira,3,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
23,Fábio Vieira,3,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
23,Fábio Vieira,3,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
23,Fábio Vieira,3,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
